Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2016-2441;2016;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;RUE  EDOUARD COLONNA;75001;2016-07-02;2016-07-02;2.345601;48.857892;"{""coordinates"": [2.345600999444872, 48.85789200007628], ""type"": ""Point""}";48.85789200007628, 2.345600999444872
2016-1117;2016;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;15  RUE  HENRI RIBIERE;75019;2016-10-10;2016-10-10;2.395414;48.877158;"{""coordinates"": [2.395413999842634, 48.877157999765615], ""type"": ""Point""}";48.877157999765615, 2.395413999842634
2016-2447;2016;Long métrage;TUDO BOM TUDO BEM;WILLY BIONDANI;MACT PRODUCTIONS;24  RUE  RENE BOULANGER;75010;2016-10-12;2016-10-12;2.362228;48.86845;"{""coordinates"": [2.362228000290594, 48.86844999979843], ""type"": ""Point""}";48.86844999979843, 2.362228000290594
2016-1161;2016;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;34/38  RUE  DU CHEVALIER DE LA BARRE;75018;2016-10-14;2016-10-14;2.344012;48.887303;"{""coordinates"": [2.34401199948922, 48.88730299955358], ""type"": ""Point""}";48.88730299955358, 2.34401199948922
2016-2457;2016;Long métrage;PARIS, LA BLANCHE;LIDIA TERKI;DAY FOR NIGHT;TERRE PLEIN  CENTRAL BOULEVARD DE CLICHY;75009;2016-02-23;2016-02-23;2.334407;48.883032;"{""coordinates"": [2.334407000344023, 48.88303200024365], ""type"": ""Point""}";48.88303200024365, 2.334407000344023
2016-2702;2016;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;RUE  FABRE D'EGLANTINE;75012;2016-08-19;2016-08-19;2.395489;48.846406;"{""coordinates"": [2.395489000021429, 48.84640599960385], ""type"": ""Point""}";48.84640599960385, 2.395489000021429
2020-927;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;15 rue chateaubriand, 75008 paris;75008;2020-11-27;2020-11-28;2.301138;48.8733551;"{""coordinates"": [2.301137997481324, 48.87335509978456], ""type"": ""Point""}";48.87335509978456, 2.301137997481324
2016-2719;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  SAINT VINCENT;75018;2016-02-25;2016-02-25;2.340453;48.888563;"{""coordinates"": [2.340453000028788, 48.88856300041944], ""type"": ""Point""}";48.88856300041944, 2.340453000028788
2020-934;2020;Série Web;H24;Valérie Urrea et Nathalie Masduraud;Les Batelières;15 rue ponscarme, 75013 paris;75013;2020-12-03;2020-12-03;2.36754616;48.82637631;"{""coordinates"": [2.367546164499216, 48.826376308556156], ""type"": ""Point""}";48.826376308556156, 2.367546164499216
2016-2722;2016;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;PASSAGE  DES PANORAMAS;75002;2016-03-04;2016-03-04;2.341647;48.87102;"{""coordinates"": [2.341646999931842, 48.871020000249466], ""type"": ""Point""}";48.871020000249466, 2.341646999931842
2021-161;2021;Long métrage;La quête virtuelle d'Alexandre;Dunn Deschamps;;5 rue clément myionnet, 75015 paris;75015;2021-03-09;2021-03-09;2.27810199;48.84413823;"{""coordinates"": [2.278101990367722, 48.8441382280007], ""type"": ""Point""}";48.8441382280007, 2.278101990367722
2016-2723;2016;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;34  BOULEVARD  VICTOR;75015;2016-03-16;2016-03-16;2.286803;48.832901;"{""coordinates"": [2.286803000311059, 48.83290099984615], ""type"": ""Point""}";48.83290099984615, 2.286803000311059
2021-177;2021;Long métrage;LE MONDE D'HIER;DIASTEME;FIN AOUT PRODUCTIONS;15 rue martel, 75010 paris;75010;2021-02-26;2021-02-26;2.35299698;48.8741925;"{""coordinates"": [2.35299698269619, 48.87419249804738], ""type"": ""Point""}";48.87419249804738, 2.35299698269619
2016-2749;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;MARCHE*  COUVERT DE PASSY/1 RUE DU BOIS LE VENT;75016;2016-04-27;2016-04-27;2.277292;48.857471;"{""coordinates"": [2.277292000134376, 48.857470999866834], ""type"": ""Point""}";48.857470999866834, 2.277292000134376
2021-181;2021;Série TV;LE MONDE DE DEMAIN;Katell QUILLEVERE et Hélier CISTERNE;LES FILMS DU BELIER;rue gerbier, 75011 paris;75011;2021-03-03;2021-03-03;2.38646372;48.85823216;"{""coordinates"": [2.386463719711642, 48.85823216151179], ""type"": ""Point""}";48.85823216151179, 2.386463719711642
2016-2751;2016;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;RUE  BERTHE;75018;2016-05-13;2016-05-13;2.33937;48.885749;"{""coordinates"": [2.339370000678141, 48.885748999614904], ""type"": ""Point""}";48.885748999614904, 2.339370000678141
2021-196;2021;Série TV;LE MONDE DE DEMAIN;Katell QUILLEVERE et Hélier CISTERNE;LES FILMS DU BELIER;103 rue de tolbiac, 75013 paris;75013;2021-03-09;2021-03-10;2.36505515;48.82666095;"{""coordinates"": [2.365055145822724, 48.82666094550662], ""type"": ""Point""}";48.82666094550662, 2.365055145822724
2016-2763;2016;Série TV;VENERATION;MARJORY DEJARDIN;CMP MOVIES;PLACE  DES VINS DE FRANCE;75012;2016-02-15;2016-02-15;2.387256;48.832208;"{""coordinates"": [2.387256000397281, 48.83220799977893], ""type"": ""Point""}";48.83220799977893, 2.387256000397281
2016-940;2016;Série TV;ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;EGO PRODUCTION;CITE  TREVISE;75009;2016-11-30;2016-11-30;2.346796;48.875078;"{""coordinates"": [2.3467960005974042, 48.87507800010552], ""type"": ""Point""}";48.87507800010552, 2.3467960005974042
2020-1146;2020;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;44 avenue d'ivry, 75013 paris;75013;2020-12-22;2020-12-22;2.36580164;48.8234573;"{""coordinates"": [2.365801642993878, 48.823457302524325], ""type"": ""Point""}";48.823457302524325, 2.365801642993878
2016-989;2016;Long métrage;OUI MADEMOISELLE;YISHU YANG;BAYOO;RUE  GALANDE;75005;2016-03-13;2016-03-13;2.347011;48.851674;"{""coordinates"": [2.347011000218091, 48.851673999758475], ""type"": ""Point""}";48.851673999758475, 2.347011000218091
2020-1163;2020;Long métrage;Une fleur à la bouche;Eric Baudelaire;Les films du Worso;rue de l'aqueduc, 75010 paris;75010;2020-12-12;2020-12-12;2.36298018;48.88188432;"{""coordinates"": [2.362980179438442, 48.8818843166443], ""type"": ""Point""}";48.8818843166443, 2.362980179438442
2016-2502;2016;Série TV;LES BEAUX MALAISES;ERIC LAVAINE;THALIE IMAGES;131  RUE  MICHEL ANGE/LE PALAIS DU BONHEUR;75016;2016-01-18;2016-01-18;2.257753;48.839066;"{""coordinates"": [2.257753000006927, 48.839065999623664], ""type"": ""Point""}";48.839065999623664, 2.257753000006927
2020-1168;2020;Long métrage;Une fleur à la bouche;Eric Baudelaire;Les films du Worso;25 rue d'alsace, 75010 paris;75010;2020-12-13;2020-12-13;2.35822059;48.87799023;"{""coordinates"": [2.35822059419438, 48.87799023335912], ""type"": ""Point""}";48.87799023335912, 2.35822059419438
2016-2524;2016;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;PLACE  CASADESUS;75018;2016-03-18;2016-03-18;2.337325;48.888644;"{""coordinates"": [2.337325000638481, 48.88864400015001], ""type"": ""Point""}";48.88864400015001, 2.337325000638481
2021-368;2021;Série Web;JE SUIS L'AUTRE;Franck VICTOR;REVOLUTIONS FILMS;place marcel aymé, 75018 paris;75018;2021-04-05;2021-04-05;2.33797543;48.88756144;"{""coordinates"": [2.337975430531837, 48.887561441470915], ""type"": ""Point""}";48.887561441470915, 2.337975430531837
2016-2533;2016;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;BOULEVARD  DU PALAIS;75001;2016-10-05;2016-10-05;2.34585;48.855567;"{""coordinates"": [2.345849999791113, 48.85556699957186], ""type"": ""Point""}";48.85556699957186, 2.345849999791113
2021-378;2021;Long métrage;LA SCALA;BRUNO CHICHE;VENDOME FILMS;56 rue du capitaine ferber, 75020 paris;75020;2021-04-08;2021-04-08;2.40802584;48.86743295;"{""coordinates"": [2.408025843765294, 48.86743294569037], ""type"": ""Point""}";48.86743294569037, 2.408025843765294
2016-2545;2016;Série TV;PROFILAGE/N°69;CHRIS BRIANT;BEAUBOUG AUDIOVISUEL;7  RUE  DES CHANTIERS;75005;2016-03-11;2016-03-11;2.354503;48.849008;"{""coordinates"": [2.35450299964535, 48.84900800037289], ""type"": ""Point""}";48.84900800037289, 2.35450299964535
2021-399;2021;Long métrage;LA SCALA;BRUNO CHICHE;VENDOME FILMS;8 place alphonse laveran, 75005 paris;75005;2021-03-31;2021-04-01;2.34066126;48.84062315;"{""coordinates"": [2.340661256642158, 48.840623152751775], ""type"": ""Point""}";48.840623152751775, 2.340661256642158
2016-2549;2016;Série TV;SHOPPING KING LOUIS;LEE SANG YEOP;MBC INCORPORATE;13  RUE  DE LA PAIX;75002;2016-09-04;2016-09-04;2.331098;48.869325;"{""coordinates"": [2.331097999572315, 48.86932499976994], ""type"": ""Point""}";48.86932499976994, 2.331097999572315
2021-413;2021;Long métrage;NOTRE DAME BRULE;Jean-Jacques ANNAUD;PATHE PRODEXE;square samuel rousseau, 75007 paris;75007;2021-04-14;2021-04-14;2.3197099;48.85903132;"{""coordinates"": [2.319709900949699, 48.85903131914795], ""type"": ""Point""}";48.85903131914795, 2.319709900949699
2016-2562;2016;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;SENTIER  DE LA POINTE;75020;2016-11-22;2016-11-22;2.401617;48.855603;"{""coordinates"": [2.401617000076577, 48.85560299973768], ""type"": ""Point""}";48.85560299973768, 2.401617000076577
2021-459;2021;Série Web;L'INACCESSIBLE;Edmond About;;rue léon schwartzenberg, 75010 paris;75010;2021-04-22;2021-04-23;2.35360913;48.87568;"{""coordinates"": [2.353609131791718, 48.8756799975698], ""type"": ""Point""}";48.8756799975698, 2.353609131791718
2016-2563;2016;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;236  BOULEVARD  SAINT GERMAIN;75007;2016-12-02;2016-12-05;2.326373;48.856008;"{""coordinates"": [2.326372999437937, 48.85600800003784], ""type"": ""Point""}";48.85600800003784, 2.326372999437937
2021-482;2021;Long métrage;NOTRE DAME BRULE;Jean-Jacques ANNAUD;PATHE PRODEXE;parvis notre-dame place jean-paul ii, 75004 paris;75004;2021-04-16;2021-04-16;2.34742343;48.85356537;"{""coordinates"": [2.347423428584992, 48.853565364492596], ""type"": ""Point""}";48.853565364492596, 2.347423428584992
2016-2579;2016;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;RUE  PONTOISE;75005;2016-02-26;2016-02-26;2.351867;48.849806;"{""coordinates"": [2.35186700038581, 48.849806000376134], ""type"": ""Point""}";48.849806000376134, 2.35186700038581
2016-1202;2016;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;RUE  LALLY TOLLENDAL;75019;2016-03-10;2016-03-10;2.374119;48.883069;"{""coordinates"": [2.374119000285595, 48.88306900023671], ""type"": ""Point""}";48.88306900023671, 2.374119000285595
2020-1007;2020;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;place de l'opéra, 75009 paris;75009;2020-12-03;2020-12-03;2.33187457;48.8710898;"{""coordinates"": [2.331874565395843, 48.87108979466138], ""type"": ""Point""}";48.87108979466138, 2.331874565395843
2016-1263;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;PLACE  D'ANVERS;75009;2016-05-03;2016-05-03;2.3448539999999998;48.882236;"{""coordinates"": [2.344853999567012, 48.88223599970455], ""type"": ""Point""}";48.88223599970455, 2.344853999567012
