Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2018-73;2018;Série TV;LE LEGISTE;FREDERIC BERTHE;BEAUBOURG STORIES;79 avenue des gobelins, 75013 paris;75013;2018-01-20;2018-01-20;2.35514657;48.83252886;"{""coordinates"": [2.3551465670548, 48.83252885700515], ""type"": ""Point""}";48.83252885700515, 2.3551465670548
2018-81;2018;Long métrage;L'Enkas;Sarah Marx;La rumeur filme;2 rue hégésippe moreau, 75018 paris;75018;2018-01-25;2018-01-27;2.32770143;48.8868911;"{""coordinates"": [2.327701425552621, 48.886891096121], ""type"": ""Point""}";48.886891096121, 2.327701425552621
2018-99;2018;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);145 rue du faubourg saint-martin, 75010 paris;75010;2018-02-01;2018-02-02;2.3607052299999998;48.87670936;"{""coordinates"": [2.360705229078122, 48.87670935972769], ""type"": ""Point""}";48.87670935972769, 2.360705229078122
2018-107;2018;Téléfilm;Les Michetonneuses;Olivier Doran;JEM PRODUCTIONS;arcades des champs elysées, 75008 paris;75008;2018-02-15;2018-02-16;2.30494323;48.87215735;"{""coordinates"": [2.304943227791548, 48.872157351319956], ""type"": ""Point""}";48.872157351319956, 2.304943227791548
2017-1636;2017;Long métrage;AMI, AMI;VICTOR SAINT MACARY;NORD-OUEST FILMS;37 rue arthur rozier, 75019 paris;75019;2017-01-23;2017-01-23;2.39070767;48.87807628;"{""coordinates"": [2.390707672648029, 48.87807627736614], ""type"": ""Point""}";48.87807627736614, 2.390707672648029
2017-1662;2017;Long métrage;ENCHANTEES;Saphia Azzedine et François-Régis Jeanne;CAPTURE THE FLAG FILMS;27 rue berton, 75016 paris;75016;2017-08-04;2017-08-05;2.28011564;48.85481524;"{""coordinates"": [2.2801156441135673, 48.85481523672707], ""type"": ""Point""}";48.85481523672707, 2.2801156441135673
2018-311;2018;Série TV;L'art du crime saison 2;Chris Briant;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;avenue ledru-rollin, 75012 paris;75012;2018-03-16;2018-03-16;2.37573461;48.85062854;"{""coordinates"": [2.375734613938866, 48.85062853734953], ""type"": ""Point""}";48.85062853734953, 2.375734613938866
2018-20;2018;Série TV;ENGRENAGES S7;Frédéric JARDIN;Son et Lumière;place maurice chevalier, 75020 paris;75020;2018-01-23;2018-01-23;2.38573415;48.86828173;"{""coordinates"": [2.385734150364357, 48.86828173029377], ""type"": ""Point""}";48.86828173029377, 2.385734150364357
2018-173;2018;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;quai malaquais, 75006 paris;75006;2018-03-05;2018-03-05;2.33554798;48.85790532;"{""coordinates"": [2.335547977084582, 48.85790532038364], ""type"": ""Point""}";48.85790532038364, 2.335547977084582
2018-189;2018;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue de rennes, 75006 paris;75006;2018-03-05;2018-03-05;2.32975302;48.85009239;"{""coordinates"": [2.329753018911203, 48.85009239138361], ""type"": ""Point""}";48.85009239138361, 2.329753018911203
2018-406;2018;Série TV;The Marvelous Mrs Maisel;Amy Sherman-Palladino et Dan Palladino;NW 2018;rue césar franck, 75015 paris;75015;2018-03-26;2018-03-27;2.30977096;48.8473308;"{""coordinates"": [2.309770964300835, 48.84733079412782], ""type"": ""Point""}";48.84733079412782, 2.309770964300835
2018-141;2018;Long métrage;CELLE QUE VOUS CROYEZ;SAFY NEBBOU;DIAPHANA FILMS;allée des cygnes, 75015 paris;75015;2018-03-06;2018-03-06;2.28771811;48.855679;"{""coordinates"": [2.287718111178406, 48.85567899683648], ""type"": ""Point""}";48.85567899683648, 2.287718111178406
2018-336;2018;Série Web;Manuel D'Escroqueries Franco-Chinoise;Cong Li;Escargot Productions;17 boulevard jourdan, 75014 paris;75014;2018-03-16;2018-03-16;2.3386253200000002;48.82010921;"{""coordinates"": [2.338625317648249, 48.82010920861079], ""type"": ""Point""}";48.82010920861079, 2.338625317648249
2018-346;2018;Long métrage;ALEXANDRE;François Ozon;MANDARIN PRODUCTION;23 avenue franklin d. roosevelt, 75008 paris;75008;2018-03-24;2018-03-24;2.30995129;48.86688927;"{""coordinates"": [2.309951286092434, 48.86688926731358], ""type"": ""Point""}";48.86688926731358, 2.309951286092434
2018-208;2018;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue de la fontaine du but, 75018 paris;75018;2018-03-08;2018-03-08;2.3389981300000002;48.89025989;"{""coordinates"": [2.338998131519015, 48.890259889803424], ""type"": ""Point""}";48.890259889803424, 2.338998131519015
2018-511;2018;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;17 rue vandrezanne, 75013 paris;75013;2018-04-23;2018-04-23;2.35507708;48.82781794;"{""coordinates"": [2.355077079011501, 48.82781793947562], ""type"": ""Point""}";48.82781793947562, 2.355077079011501
2018-730;2018;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;place de l'opéra, 75009 paris;75009;2018-06-08;2018-06-08;2.33187457;48.8710898;"{""coordinates"": [2.331874565395843, 48.87108979466138], ""type"": ""Point""}";48.87108979466138, 2.331874565395843
2018-527;2018;Série TV;DIX POUR CENT SAISON 3;;MON VOISIN PRODUCTION;149 rue saint-honoré, 75001 paris;75001;2018-04-13;2018-04-14;2.33973231;48.8619826;"{""coordinates"": [2.339732314777675, 48.8619825964273], ""type"": ""Point""}";48.8619825964273, 2.339732314777675
2018-546;2018;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;avenue georges mandel, 75116 paris;75116;2018-04-16;2018-04-16;2.27874104;48.86380245;"{""coordinates"": [2.278741041395303, 48.86380244579757], ""type"": ""Point""}";48.86380244579757, 2.278741041395303
2018-551;2018;Série TV;Engrenages Saison 7;Frederic Jardin;SON ET LUMIERE;18 rue yves toudic, 75010 paris;75010;2018-04-20;2018-04-20;2.36397134;48.86982142;"{""coordinates"": [2.363971336906914, 48.86982141760372], ""type"": ""Point""}";48.86982141760372, 2.363971336906914
2018-628;2018;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;2 rue turgot, 75009 paris;75009;2018-05-16;2018-05-16;2.34563865;48.87988847;"{""coordinates"": [2.345638651005026, 48.87988846874771], ""type"": ""Point""}";48.87988846874771, 2.345638651005026
2018-691;2018;Série TV;Vernon Subutex;Cathy VERNEY;TETRA MEDIA FICTION;3 rue darcet, 75017 paris;75017;2018-05-31;2018-07-31;2.32512259;48.88343213;"{""coordinates"": [2.325122593458591, 48.88343212561216], ""type"": ""Point""}";48.88343212561216, 2.325122593458591
2018-470;2018;Long métrage;PLAY;ANTHONY MARCIANO;CHAPTER 2;33 rue du château d'eau, 75010 paris;75010;2018-04-09;2018-04-09;2.35826692;48.8710295;"{""coordinates"": [2.35826691708022, 48.871029494743524], ""type"": ""Point""}";48.871029494743524, 2.35826691708022
2018-1120;2018;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;1 boulevard jules ferry, 75011 paris;75011;2018-10-04;2018-10-04;2.36846143;48.86667997;"{""coordinates"": [2.368461430859241, 48.86667997399733], ""type"": ""Point""}";48.86667997399733, 2.368461430859241
2018-1123;2018;Long métrage;LUZ;Flora LAU;AMA Productions;6 rue la vrillière, 75001 paris;75001;2018-09-24;2018-09-25;2.3402936;48.86556113;"{""coordinates"": [2.340293595406339, 48.86556112464584], ""type"": ""Point""}";48.86556112464584, 2.340293595406339
2018-566;2018;Téléfilm;Tu vivras ma fille;Gabriel Aghion;GMT PRODUCTIONS;10 rue jean bologne, 75016 paris;75016;2018-04-30;2018-04-30;2.28033045;48.85702937;"{""coordinates"": [2.280330452055144, 48.85702936523255], ""type"": ""Point""}";48.85702936523255, 2.280330452055144
2018-570;2018;Série TV;BALTHAZAR 3,4 ET 5;VINCENT JAMAIN;BEAUBOURG STORIES;14 rue irénée blanc, 75020 paris;75020;2018-05-03;2018-05-04;2.40716611;48.86560492;"{""coordinates"": [2.407166111094565, 48.86560492245257], ""type"": ""Point""}";48.86560492245257, 2.407166111094565
2018-579;2018;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;55 quai de grenelle, 75015 paris;75015;2018-05-05;2018-05-05;2.28395691;48.85052715;"{""coordinates"": [2.283956905665997, 48.85052715284078], ""type"": ""Point""}";48.85052715284078, 2.283956905665997
2018-593;2018;Série TV;MIKE;Frédéric HAZAN;Kabotine;1 rue sivel, 75014 paris;75014;2018-05-09;2018-05-09;2.32742233;48.83369885;"{""coordinates"": [2.327422328342636, 48.83369884639634], ""type"": ""Point""}";48.83369884639634, 2.327422328342636
2018-945;2018;Série TV;Une famille formidable;nicolas Herdt;Panama productions;7 place vauban, 75007 paris;75007;2018-08-13;2018-08-13;2.31177335;48.85305936;"{""coordinates"": [2.311773351767927, 48.85305935584497], ""type"": ""Point""}";48.85305935584497, 2.311773351767927
2018-952;2018;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;galerie de montpensier, 75001 paris;75001;2018-08-13;2018-08-13;2.33666712;48.86413408;"{""coordinates"": [2.336667119710931, 48.86413408042733], ""type"": ""Point""}";48.86413408042733, 2.336667119710931
2018-964;2018;Série TV;une famille formidable;Nicolas Herdt;Panama productions;19 rue sainte-marthe, 75010 paris;75010;2018-08-16;2018-08-16;2.3718795999999998;48.87400182;"{""coordinates"": [2.371879604159369, 48.874001819799005], ""type"": ""Point""}";48.874001819799005, 2.371879604159369
2019-136;2019;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;27 rue saint-amand, 75015 paris;75015;2019-02-07;2019-02-09;2.30829606;48.83489023;"{""coordinates"": [2.308296058126926, 48.8348902321958], ""type"": ""Point""}";48.8348902321958, 2.308296058126926
2019-146;2019;Long métrage;LISA REDLER;Nicole GARCIA;LES FILMS PELLEAS;38 rue jean mermoz, 75008 paris;75008;2019-02-18;2019-02-18;2.31247713;48.8719781;"{""coordinates"": [2.312477132465142, 48.87197809430043], ""type"": ""Point""}";48.87197809430043, 2.312477132465142
2019-751;2019;Téléfilm;CLAIRE ANDRIEUX;OLIVIER JAHAN;LEONIS;pont de la tournelle, 75005 paris;75005;2019-07-08;2019-07-08;2.3550538899999998;48.85005375;"{""coordinates"": [2.355053890401763, 48.850053745571934], ""type"": ""Point""}";48.850053745571934, 2.355053890401763
2019-756;2019;Long métrage;355;SIMON KINBERG;LM 2018;11 boulevard montmartre, 75002 paris;75002;2019-07-08;2019-07-08;2.34191974;48.8715063;"{""coordinates"": [2.341919738902599, 48.871506294800874], ""type"": ""Point""}";48.871506294800874, 2.341919738902599
2019-775;2019;Long métrage;Un Dragon en forme de nuage;Sergio Castellitto;Mon Voisin productions;belvédère willy ronis, 75020 paris;75020;2019-07-15;2019-07-16;2.38584866;48.87143428;"{""coordinates"": [2.385848655296066, 48.87143427943444], ""type"": ""Point""}";48.87143427943444, 2.385848655296066
2018-1240;2018;Long métrage;DEUX MOI;CEDRIC KLAPISCH;CE QUI ME MEUT;20 rue doudeauville, 75018 paris;75018;2018-10-19;2018-10-20;2.35683957;48.88885244;"{""coordinates"": [2.356839569266454, 48.8888524347393], ""type"": ""Point""}";48.8888524347393, 2.356839569266454
2019-876;2019;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;place moussa et odette abadi, 75012 paris;75012;2019-07-16;2019-07-16;2.3857182;48.84245678;"{""coordinates"": [2.385718202807983, 48.84245677593626], ""type"": ""Point""}";48.84245677593626, 2.385718202807983
2019-879;2019;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;23 rue du colonel rozanoff, 75012 paris;75012;2019-07-16;2019-07-16;2.38711099;48.84552916;"{""coordinates"": [2.387110986075708, 48.84552915718272], ""type"": ""Point""}";48.84552915718272, 2.387110986075708
2019-1231;2019;Série TV;The Eddy;Damien Chazelle, Houda Benyamina, Laila Marrakchi, Alan Poul;atlantique productions;avenue du professeur andré lemierre, 75020 paris;75020;2019-10-11;2019-10-12;2.41407397;48.85784645;"{""coordinates"": [2.414073966583778, 48.85784645171248], ""type"": ""Point""}";48.85784645171248, 2.414073966583778
2019-814;2019;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;2 rue eugène poubelle, 75016 paris;75016;2019-07-09;2019-07-09;2.2781724;48.85059894;"{""coordinates"": [2.278172396355486, 48.85059894231041], ""type"": ""Point""}";48.85059894231041, 2.278172396355486
2019-1145;2019;Série TV;US;Geoff Sax;NW2020;pont des arts, 75001 paris;75001;2019-09-18;2019-09-19;2.33754677;48.85838862;"{""coordinates"": [2.3375467712017, 48.85838861560237], ""type"": ""Point""}";48.85838861560237, 2.3375467712017
2019-1174;2019;Long métrage;Les Meilleures;Marion Desseigne Ravel;31 Juin Films;passage des tourelles, 75020 paris;75020;2019-09-20;2019-09-21;2.40410027;48.87548531;"{""coordinates"": [2.404100268234984, 48.87548530703389], ""type"": ""Point""}";48.87548530703389, 2.404100268234984
2018-1162;2018;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;31 rue bichat, 75010 paris;75010;2018-10-01;2018-10-03;2.3679667;48.87149251;"{""coordinates"": [2.367966696858751, 48.87149250749106], ""type"": ""Point""}";48.87149250749106, 2.367966696858751
2019-853;2019;Série TV;Hanna 2;Eva Husson;NW2020;11 rue jean poulmarch, 75010 paris;75010;2019-07-26;2019-07-26;2.36360825;48.87230906;"{""coordinates"": [2.363608251047783, 48.87230905413797], ""type"": ""Point""}";48.87230905413797, 2.363608251047783
2019-864;2019;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;29 rue de valois, 75001 paris;75001;2019-07-13;2019-07-14;2.33873092;48.86514924;"{""coordinates"": [2.338730922117003, 48.86514924337104], ""type"": ""Point""}";48.86514924337104, 2.338730922117003
2019-1184;2019;Long métrage;30 Jours Max;Tarek BOUDALI;AXEL FILMS PRODUCTION;5 rue masseran, 75007 paris;75007;2019-10-01;2019-10-01;2.31428431;48.84857173;"{""coordinates"": [2.314284314599524, 48.848571731484704], ""type"": ""Point""}";48.848571731484704, 2.314284314599524
2019-1202;2019;Série TV;Emily in Paris;Darren Star;NW2020;5 rue de buci, 75006 paris;75006;2019-09-20;2019-09-21;2.33806129;48.85366588;"{""coordinates"": [2.338061285463458, 48.85366587556836], ""type"": ""Point""}";48.85366587556836, 2.338061285463458
2019-1211;2019;Long métrage;Les Années 10 - L'infiltré;Thierry De Peretti;Les Films Velvet;51 avenue raymond poincaré, 75116 paris;75116;2019-09-24;2019-09-25;2.28586713;48.86691196;"{""coordinates"": [2.285867130568786, 48.86691195639185], ""type"": ""Point""}";48.86691195639185, 2.285867130568786
2018-1208;2018;Série Web;SKAM SAISON 3 ET 4 SEMAINE 2 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;rue du ranelagh, 75016 paris;75016;2018-10-11;2018-10-11;2.27305889;48.85483427;"{""coordinates"": [2.273058889760025, 48.85483426962763], ""type"": ""Point""}";48.85483426962763, 2.273058889760025
2019-666;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;61 boulevard vincent auriol, 75013 paris;75013;2019-05-28;2019-05-28;2.36884279;48.83497671;"{""coordinates"": [2.36884278801932, 48.834976707144726], ""type"": ""Point""}";48.834976707144726, 2.36884278801932
2019-1020;2019;Long métrage;COMÉDIE HUMAINE;XAVIER GIANNOLI;CURIOSA FILMS;rue des barres, 75004 paris;75004;2019-08-27;2019-08-28;2.3553425900000002;48.85543078;"{""coordinates"": [2.355342587812206, 48.85543077624018], ""type"": ""Point""}";48.85543077624018, 2.355342587812206
2019-1243;2019;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;127 boulevard vincent auriol, 75013 paris;75013;2019-09-24;2019-09-24;2.36415006;48.83326807;"{""coordinates"": [2.364150055840651, 48.8332680733362], ""type"": ""Point""}";48.8332680733362, 2.364150055840651
2019-1246;2019;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;47 quai de valmy, 75010 paris;75010;2019-09-25;2019-09-25;2.36589386;48.8699831;"{""coordinates"": [2.365893863602818, 48.869983102765154], ""type"": ""Point""}";48.869983102765154, 2.365893863602818
2019-1263;2019;Long métrage;DES JOURS SAUVAGES;David LANZMANN;SINGLE MAN PRODUCTIONS;rue marguerite duras, 75013 paris;75013;2019-10-03;2019-10-03;2.38058916;48.82923844;"{""coordinates"": [2.3805891621686692, 48.82923843807748], ""type"": ""Point""}";48.82923843807748, 2.3805891621686692
2019-1267;2019;Long métrage;Une histoire d'amour et de désir;Leila Bouzid;Blue Monday Productions;place du pont neuf, 75001 paris;75001;2019-10-17;2019-10-18;2.3413928;48.85715911;"{""coordinates"": [2.341392804487251, 48.857159108116036], ""type"": ""Point""}";48.857159108116036, 2.341392804487251
2019-1268;2019;Long métrage;Une histoire d'amour et de désir;Leila Bouzid;Blue Monday Productions;25 quai d'anjou, 75004 paris;75004;2019-10-18;2019-10-19;2.3579917999999997;48.85208833;"{""coordinates"": [2.357991803595167, 48.852088328549634], ""type"": ""Point""}";48.852088328549634, 2.357991803595167
2018-1248;2018;Long métrage;NOTRE DAME;Valérie DONZELLI;RECTANGLE PRODUCTIONS;parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-10-06;2018-10-06;2.34742343;48.85356537;"{""coordinates"": [2.347423428584992, 48.853565364492596], ""type"": ""Point""}";48.853565364492596, 2.347423428584992
2019-12;2019;Série Web;MARIANNE;Samuel BODIN;Empreinte Digitale Marianne;3 rue mariotte, 75017 paris;75017;2019-01-16;2019-01-16;2.32092401;48.88395294;"{""coordinates"": [2.320924006899534, 48.883952939808744], ""type"": ""Point""}";48.883952939808744, 2.320924006899534
2019-26;2019;Long métrage;Kizie aur Manny;Mukesh Chhabra;Jet Films Paris;pont d'arcole, 75004 paris;75004;2019-01-11;2019-01-12;2.35089143;48.85584594;"{""coordinates"": [2.350891429885982, 48.85584593860675], ""type"": ""Point""}";48.85584593860675, 2.350891429885982
2019-27;2019;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;LES FILMS DU KIOSQUE;rue de la corderie, 75003 paris;75003;2019-01-09;2019-01-09;2.36292989;48.86530612;"{""coordinates"": [2.362929886645047, 48.865306123179764], ""type"": ""Point""}";48.865306123179764, 2.362929886645047
2019-1275;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;173 rue ordener, 75018 paris;75018;2019-09-26;2019-09-26;2.33719418;48.89341654;"{""coordinates"": [2.337194182180812, 48.89341653636014], ""type"": ""Point""}";48.89341653636014, 2.337194182180812
2019-1276;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;29 rue montcalm, 75018 paris;75018;2019-09-26;2019-09-26;2.33780406;48.89320187;"{""coordinates"": [2.337804064875767, 48.893201869681015], ""type"": ""Point""}";48.893201869681015, 2.337804064875767
2019-963;2019;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;142 rue d'avron, 75020 paris;75020;2019-08-29;2019-08-29;2.40960884;48.8532328;"{""coordinates"": [2.409608837608121, 48.85323279988632], ""type"": ""Point""}";48.85323279988632, 2.409608837608121
2016-1962;2016;Long métrage;BAD BUZZ;STEPHANE KAZANDJIAN;ECHO FILMS;PLACE  DE LA NATION/AVENUE DE BOUVINES;75011;2016-07-12;2016-07-12;2.3965009999999998;48.849469;"{""coordinates"": [2.396500999736892, 48.84946900022907], ""type"": ""Point""}";48.84946900022907, 2.396500999736892
2016-1978;2016;Long métrage;LA NIAQUE;CHAD CHENOUGA;TS PRODUCTIONS;33  BOULEVARD  DES INVALIDES;75007;2016-02-23;2016-02-23;2.314847;48.852291;"{""coordinates"": [2.314846999352946, 48.852290999881134], ""type"": ""Point""}";48.852290999881134, 2.314846999352946
2020-525;2020;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;14 rue de charonne, 75011 paris;75011;2020-09-28;2020-10-03;2.37445426;48.85261056;"{""coordinates"": [2.374454263492004, 48.852610562884756], ""type"": ""Point""}";48.852610562884756, 2.374454263492004
2020-533;2020;Long métrage;GOLIATH;Frederic TELLIER;SINGLE MAN PRODUCTIONS;rue balzac, 75008 paris;75008;2020-09-29;2020-09-30;2.30056793;48.87371966;"{""coordinates"": [2.300567927665034, 48.87371965516485], ""type"": ""Point""}";48.87371965516485, 2.300567927665034
2020-573;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;place de la concorde, 75008 paris;75008;2020-10-06;2020-10-06;2.32053484;48.8666995;"{""coordinates"": [2.320534842202644, 48.866699494682805], ""type"": ""Point""}";48.866699494682805, 2.320534842202644
2019-1635;2019;Long métrage;French Exit;Azazel Jacobs;Same Player;rue rembrandt, 75008 paris;75008;2019-12-06;2019-12-06;2.3081535;48.87733967;"{""coordinates"": [2.308153497134342, 48.87733966671764], ""type"": ""Point""}";48.87733966671764, 2.308153497134342
2019-1654;2019;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;rue beaurepaire, 75010 paris;75010;2019-11-26;2019-12-01;2.36360284;48.87013337;"{""coordinates"": [2.363602835797361, 48.87013337326052], ""type"": ""Point""}";48.87013337326052, 2.363602835797361
2019-1661;2019;Long métrage;OSS 117 : Alerte rouge en Afrique noire;Nicolas BEDOS;MANDARIN PRODUCTION;30 avenue de ségur, 75007 paris;75007;2019-12-09;2019-12-09;2.30674312;48.84883309;"{""coordinates"": [2.306743115671519, 48.84883309301458], ""type"": ""Point""}";48.84883309301458, 2.306743115671519
2019-1672;2019;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;rue saint-martin, 75003 paris;75003;2019-12-01;2019-12-01;2.35274924;48.86368758;"{""coordinates"": [2.352749238097015, 48.863687583155865], ""type"": ""Point""}";48.863687583155865, 2.352749238097015
2018-1043;2018;Série TV;PARIS OPERA SAISON 2 (LENA REVE D'ETOILES) 3;Matt bloom, Ronan Burke;COTTONWOOD MEDIA;rue dalayrac, 75002 paris;75002;2018-09-07;2018-09-07;2.3353448500000002;48.86801597;"{""coordinates"": [2.335344851440324, 48.86801597115347], ""type"": ""Point""}";48.86801597115347, 2.335344851440324
2018-1048;2018;Série TV;PARIS OPERA SAISON 2 (LENA REVE D'ETOILES) 3;Matt bloom, Ronan Burke;COTTONWOOD MEDIA;rue de choiseul, 75002 paris;75002;2018-09-07;2018-09-07;2.33595742;48.86978665;"{""coordinates"": [2.33595742298063, 48.86978665169315], ""type"": ""Point""}";48.86978665169315, 2.33595742298063
2016-408;2016;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;1  RUE  ANDRIEU;75008;2016-10-31;2016-10-31;2.319169;48.880669;"{""coordinates"": [2.319168999358559, 48.8806689998543], ""type"": ""Point""}";48.8806689998543, 2.319168999358559
2016-411;2016;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;AVENUE  TAILLADE;75020;2016-11-15;2016-11-15;2.39404;48.874651;"{""coordinates"": [2.394040000625771, 48.874650999610125], ""type"": ""Point""}";48.874650999610125, 2.394040000625771
2016-426;2016;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;3  QUAI  AUX FLEURS;75004;2016-06-15;2016-06-15;2.35199;48.853182;"{""coordinates"": [2.351990000528584, 48.8531820001909], ""type"": ""Point""}";48.8531820001909, 2.351990000528584
2016-434;2016;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;163  QUAI  DE VALMY;75010;2016-10-27;2016-10-27;2.366268;48.878784;"{""coordinates"": [2.366267999888567, 48.87878400030391], ""type"": ""Point""}";48.87878400030391, 2.366267999888567
2016-438;2016;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;127  RUE  DU FAUBOURG SAINT HONORE;75008;2016-09-13;2016-09-13;2.309406;48.873274;"{""coordinates"": [2.309406000474092, 48.87327399970313], ""type"": ""Point""}";48.87327399970313, 2.309406000474092
2016-453;2016;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;RUE  DE L'ARSENAL;75004;2016-08-24;2016-08-24;2.366481;48.851204;"{""coordinates"": [2.366480999850213, 48.851204000086426], ""type"": ""Point""}";48.851204000086426, 2.366480999850213
2016-481;2016;Long métrage;LE RIRE DE MA MERE;COLOMBE SAVIGNAC;LOMA NASHA PRODUCTION;RUE  DES ARTISTES ET ESCALIERS;75014;2016-07-05;2016-07-05;2.334666;48.826354;"{""coordinates"": [2.334665999956123, 48.82635400007942], ""type"": ""Point""}";48.82635400007942, 2.334665999956123
2016-484;2016;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;170  RUE  DU FAUBOURG SAINT HONORE;75008;2016-11-10;2016-11-10;2.308623;48.873808;"{""coordinates"": [2.308622999837528, 48.87380800014149], ""type"": ""Point""}";48.87380800014149, 2.308622999837528
2016-1990;2016;Long métrage;LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;WHY NOT PRODUCTIONS;1  RUE  ROBERT ESNAULT PELTERIE;75007;2016-10-14;2016-10-14;2.315236;48.862338;"{""coordinates"": [2.315236000293615, 48.862337999828924], ""type"": ""Point""}";48.862337999828924, 2.315236000293615
2016-2014;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;13  RUE  VULPIAN;75013;2016-04-22;2016-04-22;2.34649;48.83154;"{""coordinates"": [2.346489999509345, 48.83153999987305], ""type"": ""Point""}";48.83153999987305, 2.346489999509345
2016-2017;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;PONT  DE GRENELLE;75015;2016-05-11;2016-05-11;2.285572;48.851806;"{""coordinates"": [2.285571999499696, 48.851806000103615], ""type"": ""Point""}";48.851806000103615, 2.285571999499696
2016-2022;2016;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;64  RUE  DE MONCEAU;75008;2016-08-30;2016-08-30;2.313015;48.878738;"{""coordinates"": [2.313015000548198, 48.87873799986372], ""type"": ""Point""}";48.87873799986372, 2.313015000548198
2016-2025;2016;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;1  RUE  DESCARTES;75005;2016-10-20;2016-10-20;2.348593;48.847466;"{""coordinates"": [2.348593000281935, 48.84746600036875], ""type"": ""Point""}";48.84746600036875, 2.348593000281935
2016-2030;2016;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;RUE  JEAN BAPTISTE SAY;75009;2016-08-03;2016-08-03;2.3416449999999998;48.881392;"{""coordinates"": [2.341644999970141, 48.881391999770734], ""type"": ""Point""}";48.881391999770734, 2.341644999970141
2016-2062;2016;Série TV;LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;108  RUE  SAINT LAZARE/HOTEL HILTON;75008;2016-01-18;2016-01-18;2.325348;48.875559;"{""coordinates"": [2.325347999868247, 48.875559000333745], ""type"": ""Point""}";48.875559000333745, 2.325347999868247
